iter	MultiClass
280	0.6991421645
281	0.6985798458
282	0.6980836329
283	0.6976622801
284	0.697286663
285	0.6970032205
286	0.6966580949
287	0.6961475939
288	0.6959335272
289	0.695227288
290	0.6947893592
291	0.6945458804
292	0.6942431829
293	0.6933973257
294	0.6927587155
295	0.6923856413
296	0.6917389574
297	0.691255318
298	0.6909456348
299	0.6907104248
300	0.6886347086
301	0.6882924171
302	0.6880232499
303	0.687250184
304	0.6866005106
305	0.6860752497
306	0.685611696
307	0.6845342509
308	0.684100081
309	0.6838201792
310	0.683169215
311	0.6824240888
312	0.682052698
313	0.6813966652
314	0.680803127
315	0.680428869
316	0.6800939237
317	0.6795876454
318	0.6787017397
319	0.6784876767
320	0.6778158613
321	0.6774241382
322	0.6769896186
323	0.6765913007
324	0.6761111229
325	0.6752556396
326	0.6743816311
327	0.6739826681
328	0.6736264952
329	0.6731762725
330	0.6727864175
331	0.6723784118
332	0.6720283569
333	0.6714310307
334	0.6711919585
335	0.6709733733
336	0.6705498452
337	0.6703359529
338	0.6700936562
339	0.6697130638
340	0.6695183631
341	0.6692212633
342	0.6688448366
343	0.6685677501
344	0.6681815238
345	0.6680566584
346	0.6677634895
347	0.6675053948
348	0.6672405723
349	0.6669942282
350	0.6666272877
351	0.6660736844
352	0.6655285845
353	0.6652677976
354	0.6649577597
355	0.664663434
356	0.6645764004
357	0.6637745245
358	0.6631776387
359	0.6630478299
360	0.6627546406
361	0.6625034391
362	0.6621410251
363	0.661853308
364	0.6615534237
365	0.6614145518
366	0.6610679912
367	0.6608212515
368	0.6605147201
369	0.660369639
370	0.6600169388
371	0.6597482914
372	0.659590125
373	0.6589008503
374	0.6584839594
375	0.6580173461
376	0.6576874258
377	0.6575296766
378	0.657357986
379	0.6569030907
380	0.6566055389
381	0.6563186901
382	0.6562008665
383	0.6557067074
384	0.6551465222
385	0.6549011199
386	0.6546861031
387	0.6535799696
388	0.6529471724
389	0.6526216595
390	0.6519104876
391	0.6516875516
392	0.6515071621
393	0.6512759695
394	0.6510047551
395	0.6505495773
396	0.6502302525
397	0.6499039621
398	0.6497111909
399	0.6495089648
400	0.6489762264
401	0.6487992015
402	0.6485452728
403	0.6482428462
404	0.647976523
405	0.6473327121
406	0.6470486557
407	0.6467624978
408	0.6461894386
409	0.6453839503
410	0.6451560189
411	0.6443633678
412	0.6440108993
413	0.6430851455
414	0.6427322163
415	0.6426022562
416	0.6423064373
417	0.6417946454
418	0.6414870953
419	0.6408037566
420	0.6404877702
421	0.640240956
422	0.6399189192
423	0.6397505615
424	0.6394793816
425	0.6388288648
426	0.6385859046
427	0.6381471783
428	0.6376375963
429	0.6373003503
430	0.6369240729
431	0.6366825301
432	0.6363480705
433	0.636210486
434	0.6360399096
435	0.6356410877
436	0.6355224768
437	0.6354164109
438	0.6352087283
439	0.6349506537
440	0.6347327231
441	0.6344115883
442	0.6341609353
443	0.6337098586
444	0.6334643607
445	0.6331451125
446	0.6328590869
447	0.6324350707
448	0.6322463893
449	0.6320361212
450	0.6317493005
451	0.6313166297
452	0.6311227984
453	0.6309560113
454	0.6306563574
455	0.6301363322
456	0.6298475188
457	0.6294483994
458	0.6291752413
459	0.6285957278
460	0.628272706
461	0.6280276429
462	0.627943922
463	0.6273963458
464	0.6268819824
465	0.6264850602
466	0.626347318
467	0.6261781808
468	0.6260371659
469	0.6253246472
470	0.6251762341
471	0.6250017099
472	0.6247266078
473	0.6244857292
474	0.6243784626
475	0.6242643892
476	0.6240745828
477	0.6239653349
478	0.6229604891
479	0.6226716457
480	0.6223899538
481	0.6222341871
482	0.6220471671
483	0.621864732
484	0.621184649
485	0.6208239202
486	0.6203869041
487	0.6202403496
488	0.6200468615
489	0.6198694782
490	0.6197648111
491	0.6195923696
492	0.6188085281
493	0.6182035763
494	0.6179086934
495	0.6176387037
496	0.6173226955
497	0.6168720595
498	0.6167116627
499	0.6165971213
500	0.616431201
501	0.6161867194
502	0.6159954262
503	0.6157407355
504	0.6155872345
505	0.6154585184
506	0.6152326908
507	0.6151188768
508	0.6149573502
509	0.6146648691
510	0.6145140105
511	0.6141849286
512	0.6139001307
513	0.6136800411
514	0.6133978037
515	0.6129464559
516	0.6126767851
517	0.6125885645
518	0.6122842796
519	0.6120556293
520	0.611937918
521	0.6117873104
522	0.6116648031
523	0.6114534373
524	0.6112032118
525	0.6108114897
526	0.6107120672
527	0.6103080321
528	0.6101321657
529	0.6098827441
530	0.6097206124
531	0.6095547845
532	0.6093489025
533	0.6091053707
534	0.6089517785
535	0.6088067376
536	0.6086902809
537	0.6084711209
538	0.6082452116
539	0.6080967401
540	0.6078927958
541	0.6076449702
542	0.6074412828
543	0.6071488996
544	0.606960228
545	0.6066018064
546	0.6064096056
547	0.6061726934
548	0.6058693741
549	0.6057465248
550	0.6056113122
551	0.6055043446
552	0.6053669609
553	0.6052167409
554	0.604927961
555	0.6047248438
556	0.6044890758
557	0.6043510281
558	0.604057128
559	0.6038673765
560	0.6034780969
561	0.6034060558
562	0.6032621862
563	0.6029858164
564	0.602838452
565	0.6026776881
566	0.6024882061
567	0.6023027862
568	0.6021005227
569	0.6019747183
570	0.6018688662
571	0.6016290454
572	0.6015408469
573	0.6012705597
574	0.6010752605
575	0.6007547165
576	0.6002773328
577	0.6001743307
578	0.6001100925
579	0.5997955904
580	0.5995539655
581	0.5993066636
582	0.5992410829
583	0.5991014477
584	0.5985281972
585	0.5971574225
586	0.5968480886
587	0.5967169659
588	0.5966051895
589	0.5964404383
590	0.596114335
591	0.5959940546
592	0.5956753732
593	0.5954335522
594	0.5951952677
595	0.5949771973
596	0.5948054058
597	0.5945302299
598	0.5944467948
599	0.5943538915
600	0.5939030823
601	0.5937480513
602	0.5936270633
603	0.5934129327
604	0.593300373
605	0.5932034052
606	0.5929594344
607	0.5928311386
608	0.5926065662
609	0.5924869981
610	0.5921468584
611	0.5918788585
612	0.5917166075
613	0.5914681402
614	0.5913196703
615	0.5911559587
616	0.5910452017
617	0.5908386876
618	0.5902897724
619	0.5902001302
620	0.5900509982
621	0.5897946283
622	0.5893068324
623	0.5888009686
624	0.5886626888
625	0.5885713077
626	0.588316416
627	0.5880819497
628	0.587940629
629	0.5876754229
630	0.5875929603
631	0.5873301569
632	0.587003071
633	0.5868099182
634	0.5866643174
635	0.5865387039
636	0.5864377027
637	0.5863493193
638	0.5858542753
639	0.5856715991
640	0.5855000745
641	0.5854298807
642	0.5853288052
643	0.5850555035
644	0.5849272541
645	0.584873003
646	0.584712635
647	0.5846066066
648	0.5843651249
649	0.5840379298
650	0.5837768566
651	0.5834238698
652	0.58335908
653	0.5825706113
654	0.5822551385
655	0.5820987002
656	0.5819408097
657	0.5818125041
658	0.5816974463
659	0.5816073087
660	0.581482468
661	0.5813955738
662	0.5812009755
663	0.5810101001
664	0.5808272844
665	0.5806948248
666	0.5805994247
667	0.5805412842
668	0.5803970716
669	0.5802347764
670	0.5800836151
671	0.5799543838
672	0.5797902939
673	0.579719053
674	0.5794745071
675	0.5793829763
676	0.5790643842
677	0.5789397482
678	0.5787980629
679	0.5787136909
680	0.578566942
681	0.5783721436
682	0.5782308357
683	0.5780755409
684	0.5776789624
685	0.5774873359
686	0.5774319477
687	0.5772741747
688	0.5771751596
689	0.5769325874
690	0.5755599297
691	0.5754301241
692	0.5753523835
693	0.5752768854
694	0.5750094006
695	0.574341622
696	0.5741664013
697	0.5740409529
698	0.5739495377
699	0.5738113525
700	0.573621386
701	0.5735021926
702	0.5734224824
703	0.5733304595
704	0.5732333749
705	0.5730482321
706	0.5725344523
707	0.5723304751
708	0.5722209267
709	0.5720987753
710	0.5719375506
711	0.5716811102
712	0.5712450592
713	0.5711747452
714	0.5706165665
715	0.570483507
716	0.5703530773
717	0.5702455954
718	0.5701678864
719	0.5700448657
720	0.5699512423
721	0.569817883
722	0.5696897913
723	0.5692056313
724	0.5689991462
725	0.568766752
726	0.5686275959
727	0.5681670781
728	0.5680386147
729	0.5678697391
730	0.5672895512
731	0.5672077776
732	0.5669231207
733	0.5668542274
734	0.5667382947
735	0.5666312417
736	0.5665074584
737	0.5663341945
738	0.5662213731
739	0.5661480836
740	0.5657506826
741	0.5656640181
742	0.5655152657
743	0.5654440976
744	0.5648573856
745	0.5646607013
746	0.5644351898
747	0.5643715458
748	0.5642788233
749	0.5639699032
750	0.5638234433
751	0.5637246915
752	0.5635497443
753	0.5634888781
754	0.563369472
755	0.5632918547
756	0.5632308484
757	0.5631662705
758	0.5630628677
759	0.5628991061
760	0.5627737098
761	0.5626144162
762	0.5625092291
763	0.562391337
764	0.5621503066
765	0.5620363635
766	0.5617899942
767	0.5616881774
768	0.5615595688
769	0.5614711992
770	0.5613937029
771	0.5613269602
772	0.5612640599
773	0.5609138319
774	0.5602625513
775	0.5601247116
776	0.5599143747
777	0.5596224977
778	0.5594125872
779	0.5592630959
780	0.5591408674
781	0.558985679
782	0.5589145142
783	0.5588453993
784	0.5587411967
785	0.558682846
786	0.5583051304
787	0.5582247984
788	0.5581181461
789	0.5580270845
790	0.5578579391
791	0.5577304451
792	0.5574394243
793	0.5573442461
794	0.5572324996
795	0.557130095
796	0.5570115503
797	0.556659756
798	0.5565380372
799	0.5562544674
800	0.5561888409
801	0.5561375409
802	0.5560903016
803	0.5559575226
804	0.5558399869
805	0.5557634098
806	0.5557090534
807	0.5555895466
808	0.5555012119
809	0.5553846066
810	0.5552287588
811	0.5550479444
812	0.5549326584
813	0.5547641777
814	0.5545700641
815	0.5544780766
816	0.5543983298
817	0.5543082091
818	0.5538474817
819	0.5536439294
820	0.55357011
821	0.5533432326
822	0.5531226909
823	0.5529975865
824	0.5528444809
825	0.5526232981
826	0.5525609178
827	0.5524832449
828	0.552315973
829	0.5521176524
830	0.5518289757
831	0.5517394373
832	0.5516269295
833	0.5514587548
834	0.5513714467
835	0.551284194
836	0.5511443268
837	0.5510658447
838	0.550949205
839	0.5508730084
840	0.5507481057
841	0.5505984936
842	0.5505093268
843	0.5504435447
844	0.5502399578
845	0.5501041001
846	0.550049371
847	0.5498272058
848	0.549762274
849	0.5494458374
850	0.5493310992
851	0.5492089075
852	0.5484767614
853	0.5484096529
854	0.5482935372
855	0.5481729982
856	0.5479870187
857	0.5479246738
858	0.5473508808
859	0.5471538885
860	0.5466494927
861	0.5465549541
862	0.5464127606
863	0.5463501487
864	0.5462097073
865	0.5460911459
866	0.5458639264
867	0.5457447981
868	0.5455580077
869	0.5453302398
870	0.5452364341
871	0.5450530864
872	0.544944298
873	0.544776595
874	0.5445927863
875	0.5445044715
876	0.5443761459
877	0.5441404464
878	0.543871481
879	0.5437151953
880	0.543626541
881	0.5434219106
882	0.5433310686
883	0.543261221
884	0.5432009774
885	0.54312042
886	0.5430092817
887	0.542935266
888	0.5428186982
889	0.5427626741
890	0.5426090206
891	0.542422961
892	0.5422707614
893	0.542218489
894	0.5421383471
895	0.5418772462
896	0.5417327654
897	0.541540271
898	0.5414757857
899	0.5413633031
900	0.541289696
901	0.5411650278
902	0.5410629532
903	0.5409845033
904	0.5409389866
905	0.540817745
906	0.5407629889
907	0.5406876487
908	0.5403906985
909	0.5403061947
910	0.5401392919
911	0.540080894
912	0.5400171284
913	0.5399522432
914	0.5398516276
915	0.5397375985
916	0.539627027
917	0.5395085375
918	0.5393193954
919	0.5391278518
920	0.539042216
921	0.5389515852
922	0.5388696555
923	0.5387583858
924	0.5386333644
925	0.5383027419
926	0.5382104964
927	0.5379549932
928	0.5377018735
929	0.5374784347
930	0.5374336689
931	0.5373655216
932	0.537295043
933	0.5372439266
934	0.537179749
935	0.5370875562
936	0.5368056101
937	0.5367366422
938	0.536674006
939	0.536503198
940	0.5363326576
941	0.5361064661
942	0.5358825779
943	0.5357696754
944	0.5356968529
945	0.5354051335
946	0.5352748956
947	0.5351505244
948	0.5349859529
949	0.5348461584
950	0.534522497
951	0.5344102345
952	0.5343219071
953	0.5340533132
954	0.533961891
955	0.5338630258
956	0.5336304101
957	0.5335837481
958	0.5334407425
959	0.5333643589
960	0.533281068
961	0.5330105324
962	0.5328037493
963	0.5327341117
964	0.5321807538
965	0.5321322845
966	0.5319944248
967	0.5319364617
968	0.5317854507
969	0.5317080362
970	0.5315714168
971	0.5313856281
972	0.5313255503
973	0.5311939604
974	0.5311179124
975	0.531064651
976	0.5307525438
977	0.5306043948
978	0.530478024
979	0.5303236115
980	0.5300170067
981	0.5299615195
982	0.5298210227
983	0.529426527
984	0.52923355
985	0.5291680816
986	0.5290880023
987	0.5290420538
988	0.528940522
989	0.5287557888
990	0.5287069132
991	0.5285661457
992	0.5283524557
993	0.5281688035
994	0.5280817422
995	0.5279986069
996	0.5278218536
997	0.5275908015
998	0.5275165334
999	0.5273271893
